TIME,P,TAVG,THA,THB,TCA,TCB,WRCA,WRCB,PSGA,PSGB,WFWA,WFWB,WSTA,WSTB,VOL,LVPZ,VOID,WLR,WUP,HUP,HLW,WHPI,WECS,QMWT,LSGA,LSGB,QMGA,QMGB,NSGA,NSGB,TBLD,WTRA,WTRB,TSAT,QRHR,LVCR,SCMA,SCMB,FRCL,PRB,PRBA,TRB,LWRB,DNBR,QFCL,WBK,WSPY,WCSP,HTR,MH2,CNH2,RHBR,RHMT,RHFL,RHRD,RH,PWNT,PWR,TFSB,TFPK,TF,TPCT,WCFT,WLPI,WCHG,RM1,RM2,RM3,RM4,RC87,RC131,STRB,STSG,STTB,RBLK,SGLK,DTHY,DWB,WRLA,WRLB,WLD,MBK,EBK,TKLV,FRZR,TDBR,MDBR,MCRT,MGAS,TCRT,TSLP,PPM,RRCA,RRCB,RRCO,WFLB
1700,43.40238953,239.5094757,240.0049286,240.0045319,239.2488403,239.2491913,8685.463867,17401.8418,32.95758057,32.95758438,0,0,-0.001575352,0.001575352,117.634697,0,55.60954666,222.5362396,0,2791.659912,2791.659912,126.7768936,126.7768936,134.2394104,13.71937466,13.71899033,8.103399277,16.20842552,52.2279129,52.223423,0,0,0,254.4834595,0,-2.656614065,14.47853947,14.47892952,91.47545624,1.725354671,1.019080162,90.02727509,1.130394936,44.20424271,0,222.5362396,0,1700,0,578.3780723,13.11293793,-7.120109081,3.275311232,-1.120743513,-6.149999619,-11.1155405,1.507095098,4.636940002,-1981.503906,1906.513672,1500.483154,1073.016724,0,0,0,0.822945654,2.067517996,0.032999996,0.044,5724952,77409272,0.019251933,0,3.14E-05,167.0833435,0,0.000209462,1.65E-05,0,0,0,160424.3281,0,805.236145,49.26924133,100,0,0,0,50,278.2148743,912.0108643,0.525887549,0.526823461,0.52651149,0
1710,43.3314209,239.3453522,239.7091064,239.708786,239.1427917,239.1430969,8663.930664,17355.58398,33.06019974,33.06019974,0,0,0,0,117.2583618,0,55.75156403,222.1296692,0,2791.700195,2791.700195,126.8088303,126.8088303,133.4962311,13.72210979,13.72172642,6.10392189,12.20894909,52.26011658,52.25559998,0,0,0,254.3725128,0,-2.694247484,14.66340828,14.66373062,91.47545624,1.725354671,1.019080162,90.02727509,1.136689305,44.44363403,0,222.1296692,0,1700,0,589.5082829,13.36527824,-7.167954445,3.274543047,-1.142527103,-6.149999619,-11.18593884,1.504469395,4.61126852,-2027.275024,1902.390747,1514.313965,1070.870972,0,0,0,0.834263682,2.154236555,0.032999996,0.044,5721601.5,77424424,0.01951853,0,3.14E-05,167.1053162,0,0.000213419,1.66E-05,0,0,0,161041.875,0,800.1591187,50.21737289,100,0,0,0,50,278.2148743,916.7954712,0.524583817,0.52542311,0.525143325,0
1720,43.26412201,239.2748108,239.532196,239.5319672,239.0917511,239.0920105,8642.256836,17303.65625,33.13990402,33.13990784,0,0,-0.001575352,0.001575352,116.9047928,0,55.88497925,221.7440491,0,2791.738281,2791.738281,126.8391266,126.8391266,134.2149353,13.72421169,13.72382736,4.89495039,9.790514946,52.28481674,52.28032684,0,0,0,254.2673035,0,-2.729604959,14.73510742,14.73532867,91.47545624,1.725354671,1.019080162,90.02727509,1.142981648,44.19654083,0,221.7440491,0,1700,0,600.7120296,13.61931515,-7.215590477,3.274205446,-1.164208531,-6.149999619,-11.2555933,1.501855135,4.63609457,-2073.39502,1898.516846,1528.079956,1068.896729,0,0,0,0.845487416,2.240894794,0.032999996,0.044,5718259.5,77439584,0.019783039,0,3.14E-05,167.1272888,0,0.000217346,1.66E-05,0,0,0,161658.3281,0,795.081665,51.17176437,100,0,0,0,50,278.2148743,921.559021,0.523271441,0.523850977,0.523657799,0
1730,43.30075073,238.961792,239.1921997,239.1920929,238.9220886,238.922226,8642.256836,17297.86328,33.18903351,33.18903351,0,0,0,0,117.097229,0,55.81236649,221.9271545,0,2791.719971,2791.719971,126.8247375,249.2479858,159.5390167,13.72553062,13.72514629,2.536765575,5.07375288,52.30035782,52.29582977,0,0,0,254.3172607,0,-2.710361004,15.12505436,15.12517357,91.47545624,1.725354671,1.019080162,90.02727509,1.149275303,37.17351151,0,221.9271545,0,1700,0,616.6098619,13.97976494,-7.336827278,3.272651911,-1.185796976,-6.149999619,-11.39997196,1.499252439,5.510847092,-2136.235596,1891.743774,1541.786987,1065.354492,122.4232712,0,0,0.856631517,2.327493191,0.032999996,0.044,5714924.5,77454760,0.020045804,0,3.14E-05,167.1492615,0,0.000221248,1.67E-05,0,0,0,162274.4688,0,790.0039673,52.52602386,100,0,0,0,50,278.2148743,933.6826782,0.523271441,0.523675621,0.523540914,0
1740,43.28248596,238.9969177,239.0940704,239.0939941,238.8915253,238.8915863,8642.256836,17297.86328,33.22438049,33.22438049,0,0,0,0,117.0255432,0,55.83942032,221.8454437,0,2791.728271,2791.728271,126.8311539,139.3966064,131.2393646,13.72644615,13.72606277,2.394003391,4.788216591,52.31112671,52.30661011,0,0,0,254.2949677,0,-2.717530251,15.20089054,15.20097542,91.47545624,1.725354671,1.019080162,90.02727509,1.155569553,45.1930809,0,221.8454437,0,1700,0,628.8656194,14.25762558,-7.401658058,3.272830725,-1.206888318,-6.149999619,-11.48571491,1.496661186,4.533311367,-2187.991211,1890.017822,1555.178223,1064.507446,12.56546116,0,0,0.867708743,2.414032459,0.032999996,0.044,5711595.5,77469936,0.020307144,0,3.14E-05,167.1712341,0,0.00022513,1.68E-05,0,0,0,162890.9219,0,784.9268799,53.57003403,100,0,0,0,50,278.2148743,940.1657715,0.523271441,0.523675621,0.523540914,0
1750,43.22424698,238.9048309,239.0312653,239.0312042,238.8719482,238.8719788,8642.256836,17292.08594,33.25439453,33.25439453,0,0,0,0,116.7259216,0,55.95248413,221.5145874,0,2791.760498,2791.760498,126.8571472,141.8612671,121.4559784,13.72723484,13.72685051,1.594228387,3.188535929,52.32040024,52.31588364,0,0,0,254.2046814,0,-2.747492313,15.17342472,15.17347622,91.47545624,1.725354671,1.019080162,90.02727509,1.161864758,48.84423065,0,221.5145874,0,1700,0,638.7870731,14.48257542,-7.453474522,3.27235961,-1.225927353,-6.149999619,-11.55704212,1.494081378,4.195370674,-2230.076904,1890.397827,1567.266602,1064.655029,15.00412273,0,0,0.878702044,2.500511408,0.032999996,0.044,5708276.5,77485112,0.020566627,0,3.14E-05,167.1932068,0,0.000228985,1.69E-05,0,0,0,163506.6875,0,779.8486938,54.41519547,100,0,0,0,50,278.2148743,945.3474731,0.523271441,0.523500741,0.523424327,0
1760,43.16236877,238.7305756,238.8531189,238.8530884,238.775116,238.7751465,8620.770508,17251.91211,33.26885223,33.26885223,0,0,0,0,116.408699,0,56.07218933,221.1614838,0,2791.795166,2791.795166,126.8848724,142.5146484,115.5965805,13.72762871,13.72724533,0.410830796,0.821689725,52.3250351,52.32052231,0,0,0,254.1083374,0,-2.779214859,15.25521183,15.25524616,91.47545624,1.725354671,1.019080162,90.02727509,1.168159127,51.31256866,0,221.1614838,0,1700,0,647.7271739,14.68526077,-7.505430222,3.27144742,-1.243511319,-6.149999619,-11.62749386,1.491512656,3.992973328,-2268.301758,1891.161499,1578.43103,1064.950684,15.62976742,0,0,0.889607072,2.586931944,0.032999996,0.044,5704963,77500304,0.02082417,0,3.14E-05,167.2151794,0,0.000232813,1.69E-05,0,0,0,164121.5,0,774.7705078,55.17675781,100,0,0,0,50,278.2148743,950.5430298,0.52197051,0.522284448,0.522179842,0
1770,43.09955597,238.5410309,238.6277161,238.6277313,238.6405182,238.6405029,8599.212891,17211.87109,33.26603699,33.26603699,0,0,0,0,116.0889816,0,56.19284058,220.8025665,0,2791.830322,2791.830322,126.9130783,142.6591949,111.9002304,13.72757816,13.72719383,-0.713301241,-1.426666021,52.32444763,52.31991959,0,0,0,254.0103912,0,-2.811187506,15.38267422,15.38265705,91.47545624,1.725354671,1.019080162,90.02727509,1.174453259,53.00010681,0,220.8025665,0,1700,0,656.1038295,14.87517643,-7.55723238,3.270424128,-1.260216951,-6.149999619,-11.69702435,1.488955259,3.865293026,-2304.309326,1892.148438,1589.03772,1065.349609,15.74611855,0,0,0.90042448,2.67329216,0.032999996,0.044,5701658.5,77515496,0.021079786,0,3.14E-05,167.2371521,0,0.000236612,1.70E-05,0,0,0,164735.3281,0,769.6923218,55.89032745,100,0,0,0,50,278.2148743,955.7232666,0.520665288,0.521072328,0.520936668,0
1780,43.03741074,238.3782196,238.4120636,238.4120941,238.503067,238.503006,8577.873047,17171.89844,33.24843597,33.24843597,0,0,0,0,115.7748032,0,56.31139755,220.4468536,0,2791.864746,2791.864746,126.9410172,142.3650513,112.6312332,13.72714138,13.7267561,-1.552837014,-3.105840683,52.31930542,52.31477737,0,0,0,253.9133301,0,-2.842606068,15.50126839,15.50123501,91.47545624,1.725354671,1.019080162,90.02727509,1.180747151,52.64873123,0,220.4468536,0,1700,0,664.3487126,15.06205273,-7.608744621,3.269519329,-1.276607513,-6.149999619,-11.76583195,1.486409068,3.890543461,-2339.626221,1893.212036,1599.444458,1065.798462,15.42403793,0,0,0.911155462,2.759594917,0.032999996,0.044,5698359.5,77530696,0.021333484,0,3.14E-05,167.2591248,0,0.000240384,1.71E-05,0,0,0,165348.1563,0,764.6141357,56.59266663,100,0,0,0,50,278.2148743,960.8744507,0.519373178,0.519862175,0.519699156,0
1790,42.97710419,238.2657318,238.2524872,238.2525635,238.3930969,238.3930359,8556.398438,17132.0332,33.22172928,33.22172928,0,0,0,0,115.4725037,0,56.42546844,220.1016693,0,2791.897949,2791.897949,126.968132,142.032959,113.508194,13.72646141,13.72607708,-1.995693088,-3.991642237,52.31130219,52.3067894,0,0,0,253.8191528,0,-2.872835636,15.56666088,15.566576,91.47545624,1.725354671,1.019080162,90.02727509,1.187039733,52.23424149,0,220.1016693,0,1700,0,672.7135443,15.2516613,-7.659843922,3.268880367,-1.293020606,-6.149999619,-11.83398342,1.483873844,3.920835733,-2375.400879,1894.227173,1609.865479,1066.248779,15.06482601,0,0,0.921801031,2.845838785,0.032999996,0.044,5695069.5,77545904,0.02158531,0,3.14E-05,167.2810974,0,0.000244129,1.72E-05,0,0,0,165960,0,759.5359497,57.30522919,100,0,0,0,50,278.2148743,965.984375,0.518072903,0.518655241,0.518461168,0
1800,42.91808319,238.1882172,238.144928,238.1450195,238.3107758,238.3106689,8535.046875,17092.26953,33.19064331,33.1906395,0,0,0,0,115.179184,0,56.5361557,219.7640076,0,2791.93042,2791.93042,126.9946518,141.794632,114.4943008,13.72566128,13.7252779,-2.180713177,-4.361750126,52.30189133,52.29737854,0,0,0,253.727005,0,-2.902168274,15.58207226,15.58198738,91.47545624,1.725354671,1.019080162,90.02727509,1.19333303,51.77653122,0,219.7640076,0,1700,0,681.2149877,15.44439125,-7.710587025,3.268433571,-1.309468508,-6.149999619,-11.90162086,1.481349707,3.954898119,-2411.691162,1895.185547,1620.308594,1066.688477,14.79997444,0,0,0.932362854,2.932024479,0.032999996,0.044,5691785.5,77561120,0.021835281,0,3.14E-05,167.3030701,0,0.000247847,1.72E-05,0,0,0,166570.8906,0,754.4577637,58.02942657,100,0,0,0,50,278.2148743,971.0587158,0.516780138,0.517451525,0.517227709,0
1810,42.85998154,238.1363678,238.0758057,238.0759125,238.250061,238.2499542,8513.779297,17052.57031,33.15824127,33.15824127,0,0,0,0,114.8928299,0,56.64421463,219.4317017,0,2791.962402,2791.962402,127.0207596,141.655365,115.5932922,13.724823,13.72443962,-2.19512558,-4.390620708,52.29203033,52.28751373,0,0,0,253.6363068,0,-2.930804014,15.56050682,15.56040478,91.47545624,1.725354671,1.019080162,90.02727509,1.199625015,51.27639771,0,219.4317017,0,1700,0,689.8692783,15.64056396,-7.761008263,3.268131733,-1.325968981,-6.149999619,-11.96884441,1.478836536,3.99285984,-2448.550781,1896.079834,1630.785034,1067.109131,14.63460636,0,0,0.942842305,3.018152237,0.032999996,0.044,5688509.5,77576352,0.022083424,0,3.14E-05,167.3250427,0,0.000251538,1.73E-05,0,0,0,167180.875,0,749.3796387,58.76664352,100,0,0,0,50,278.2148743,976.1008301,0.515492439,0.516249597,0.515997231,0
1820,42.80259323,238.10466,238.0353394,238.0354309,238.2065582,238.2064514,8492.577148,17007.3457,33.12658691,33.12658691,0,0,0,0,114.6122818,0,56.75008392,219.1034546,0,2791.993652,2791.993652,127.0465469,141.5558777,116.8219681,13.72399807,13.72361469,-2.093188524,-4.186690807,52.28232956,52.27781677,0,0,0,253.5467529,0,-2.958859682,15.51142406,15.51132202,91.47545624,1.725354671,1.019080162,90.02727509,1.205917239,50.72728348,0,219.1034546,0,1700,0,698.6951655,15.8406477,-7.811136723,3.267946243,-1.342536807,-6.149999619,-12.03572655,1.476334214,4.035301208,-2486.043457,1896.9021,1641.304321,1067.503906,14.5093441,0,0,0.953240156,3.104221821,0.032999996,0.044,5685241.5,77591584,0.022329787,0,3.14E-05,167.3470154,0,0.000255204,1.74E-05,0,0,0,167789.9219,0,744.3014526,59.51847839,100,0,0,0,50,278.2148743,981.1137085,0.514208674,0.514880538,0.514656603,0
1830,42.74579239,238.0901642,238.0176392,238.0177765,238.1777802,238.1776733,8471.428711,16967.8418,33.09712601,33.09712601,0,0,0,0,114.3368912,0,56.85400391,218.7786407,0,2792.024902,2792.024902,127.072052,141.4550476,118.1943665,13.72322845,13.72284508,-1.906844735,-3.814013004,52.27327347,52.26876068,0,0,0,253.4581299,0,-2.986398697,15.44048786,15.44035244,91.47545624,1.725354671,1.019080162,90.02727509,1.212208986,50.13047409,0,218.7786407,0,1700,0,707.7128323,16.04509354,-7.86098671,3.267860651,-1.359188437,-6.149999619,-12.102314,1.47384274,4.082706928,-2524.23877,1897.644653,1651.876831,1067.867554,14.38298988,0,0,0.96355778,3.190234423,0.032999996,0.044,5681980,77606824,0.022574376,0,3.14E-05,167.368988,0,0.000258844,1.75E-05,0,0,0,168398.0625,0,739.2232666,60.2866478,100,0,0,0,50,278.2148743,986.0986328,0.512928128,0.513684571,0.513432443,0
1840,42.68955994,238.0916748,238.0197601,238.0198364,238.1626282,238.1625366,8450.329102,16928.43164,33.07094955,33.07094955,0,0,0,0,114.0663452,0,56.95609283,218.4570465,0,2792.055176,2792.055176,127.0973129,141.3954468,119.7208328,13.72254086,13.72215557,-1.654323697,-3.308960438,52.26517487,52.26064682,0,0,0,253.3703613,0,-3.013453484,15.35061359,15.35052872,91.47545624,1.725354671,1.019080162,90.02727509,1.218499541,49.48356247,0,218.4570465,0,1700,0,716.9444386,16.25438499,-7.910564423,3.267869711,-1.375941396,-6.149999619,-12.16863537,1.471362114,4.135434628,-2563.211426,1898.300171,1662.51355,1068.195679,14.2981348,0,0,0.97379601,3.276188374,0.032999996,0.044,5678727,77622072,0.022817209,0,3.14E-05,167.3909607,0,0.000262459,1.75E-05,0,0,0,169005.3281,0,734.1450806,61.07304382,100,0,0,0,50,278.2148743,991.0564575,0.511650622,0.512491405,0.512211204,0
1850,42.63386154,238.1086426,238.0399628,238.0400391,238.1607056,238.160614,8429.276367,16889.10938,33.04891968,33.04891586,0,0,0.001575352,-0.001575352,113.8005371,0,57.05640411,218.1385498,0,2792.085449,2792.085449,127.1223297,141.3243866,121.4204483,13.72195911,13.72157383,-1.347304106,-2.694685459,52.25835419,52.25379944,0,0,0,253.2834625,0,-3.040035009,15.24349689,15.24342918,91.47545624,1.725354671,1.019080162,90.02727509,1.224790812,48.78324509,0,218.1385498,0,1700,0,726.4141918,16.46906853,-7.959874153,3.26796937,-1.392815709,-6.149999619,-12.23472118,1.468892097,4.194143295,-2603.045898,1898.860474,1673.227417,1068.483887,14.20206451,0,0,0.983955979,3.362086296,0.032999996,0.044,5675480.5,77637328,0.023058318,0,3.14E-05,167.4129333,0,0.000266048,1.76E-05,0,0,0,169611.6875,0,729.0668945,61.87972641,100,0,0,0,50,278.2148743,995.9874268,0.510375977,0.511301041,0.510992706,0
1860,42.57872772,238.1415863,238.078125,238.0782013,238.1724091,238.1723785,8408.267578,16849.87109,33.03180313,33.03180313,0,0,0,0,113.5394669,0,57.15491867,217.8232269,0,2792.114746,2792.114746,127.1471024,141.19841,123.3096008,13.72150326,13.72111988,-0.990101039,-1.980428934,52.25297546,52.24845886,0,0,0,253.1974182,0,-3.066142559,15.11929035,15.11922264,91.47545624,1.725354671,1.019080162,90.02727509,1.23108089,48.02828217,0,217.8232269,0,1700,0,736.1487273,16.68978691,-8.008913994,3.268162251,-1.409823895,-6.149999619,-12.30057621,1.46643281,4.259398937,-2643.833008,1899.316895,1684.026367,1068.728149,14.05131912,0,0,0.994038939,3.447926998,0.032999996,0.044,5672241,77652584,0.023297729,0,3.14E-05,167.434906,0,0.000269613,1.77E-05,0,0,0,170217.1719,0,723.9887085,62.7089653,100,0,0,0,50,278.2148743,1000.891418,0.509103894,0.51011306,0.509776711,0
1870,42.52420425,238.191452,238.1348572,238.1348724,238.1985168,238.1984863,8387.296875,16810.76367,33.02032089,33.02032089,0,0,0,0,113.2832794,0,57.25159073,217.5113983,0,2792.144287,2792.144287,127.1715927,141.1142426,125.4092407,13.72119427,13.72080994,-0.584064901,-1.168275476,52.24933624,52.24482346,0,0,0,253.1123199,0,-3.091761351,14.97746849,14.97745132,91.47545624,1.725354671,1.019080162,90.02727509,1.237370849,47.21668243,0,217.5113983,0,1700,0,746.1776374,16.91716766,-8.057687759,3.268452644,-1.426965475,-6.149999619,-12.36620045,1.463984132,4.331925392,-2685.677002,1899.65979,1694.90979,1068.924072,13.94264507,0,0,1.004045844,3.533712864,0.032999996,0.044,5669008.5,77667856,0.02353547,0,3.14E-05,167.4568787,0,0.000273153,1.77E-05,0,0,0,170821.7813,0,718.9105225,63.56328201,100,0,0,0,50,278.2148743,1005.768738,0.507834196,0.508929133,0.508564174,0
1880,42.47035217,238.2595367,238.2112885,238.2112885,238.240097,238.2400818,8366.361328,16766.16016,33.01519012,33.01519012,0,0,0,0,113.0321655,0,57.34635544,217.2033844,0,2792.172852,2792.172852,127.1957779,140.9958649,127.7054977,13.72105026,13.72066593,-0.1280936,-0.256216884,52.2476387,52.24312592,0,0,0,253.0282898,0,-3.116873026,14.81699657,14.81699657,91.47545624,1.725354671,1.019080162,90.02727509,1.243661165,46.35847092,0,217.2033844,0,1700,0,756.5260779,17.15177345,-8.106189728,3.268844843,-1.444259524,-6.149999619,-12.43160343,1.461545944,4.411243439,-2728.688965,1899.878418,1705.890259,1069.067017,13.80008888,0,0,1.013977408,3.619441032,0.032999996,0.044,5665784.5,77683128,0.023771537,0,3.14E-05,167.4788513,0,0.00027667,1.78E-05,0,0,0,171425.5313,0,713.8323364,64.44481659,100,0,0,0,50,278.2148743,1010.618958,0.506566584,0.50757885,0.507241428,0
1890,42.4152298,238.2949677,238.2804718,238.2804718,238.2799225,238.2799225,8345.552734,16727.21289,33.01580048,33.01580048,0,0,0,0,112.7780609,0,57.44224167,216.8892517,0,2792.202148,2792.202148,127.220459,141.8029938,123.5640182,13.72106171,13.72067738,0.105197206,0.210420862,52.24777603,52.24326324,0,0,0,252.9425659,0,-3.142283916,14.66208649,14.66208649,91.47545624,1.725354671,1.019080162,90.02727509,1.24995029,47.90497589,0,216.8892517,0,1700,0,766.6683181,17.3816967,-8.154561996,3.269047737,-1.460841894,-6.149999619,-12.49635601,1.459118247,4.268187046,-2771.158447,1900.128174,1716.418579,1069.21167,14.58254433,0,0,1.023834348,3.705113649,0.032999996,0.044,5662567,77698416,0.024005976,0,3.14E-05,167.500824,0,0.000280162,1.79E-05,0,0,0,172028.4219,0,708.7541504,65.30878448,100,0,0,0,50,278.2148743,1015.456177,0.505306661,0.506399751,0.506035388,0
1900,42.3571434,238.2666016,238.2798462,238.2798462,238.2788391,238.2788391,8345.552734,16688.3418,33.0164299,33.0164299,0,0,0,0,112.5122299,0,57.54255676,216.5578613,0,2792.23291,2792.23291,127.2464905,142.4520111,120.221283,13.72108078,13.7206974,-0.0584202,-0.116839267,52.24800873,52.24349594,0,0,0,252.8521423,0,-3.16886735,14.57229614,14.57229614,91.47545624,1.725354671,1.019080162,90.02727509,1.256239772,49.23728943,0,216.5578613,0,1700,0,776.3616675,17.60144997,-8.202982903,3.268885612,-1.47626996,-6.149999619,-12.56036663,1.45670104,4.152721405,-2811.809326,1900.548706,1726.214233,1069.408813,15.20552921,0,0,1.033617616,3.790729046,0.032999996,0.044,5659357,77713712,0.024238773,0,3.14E-05,167.5227966,0,0.000283631,1.79E-05,0,0,0,172630.4063,0,703.675293,66.13451385,100,0,0,0,50,278.2148743,1020.298279,0.505306661,0.505222976,0.505250871,0
1910,42.29634857,238.1779327,238.2095337,238.2095642,238.2341003,238.2341003,8324.723633,16655.17188,33.01231766,33.01231766,0,0,0,0,112.2365952,0,57.6465683,216.2112579,0,2792.264893,2792.264893,127.2737198,143.3165131,114.8490677,13.72098255,13.72059822,-0.536427617,-1.072876811,52.24684525,52.24233246,0,0,0,252.7575531,0,-3.196430922,14.54801846,14.54800129,91.47545624,1.725354671,1.019080162,90.02727509,1.262527943,51.53610992,0,216.2112579,0,1700,0,785.4546173,17.80762482,-8.251405716,3.268373966,-1.49047029,-6.149999619,-12.62350273,1.454294086,3.967152596,-2850.174316,1901.18457,1735.230347,1069.684204,16.04278946,0,0,1.043326616,3.876290083,0.032999996,0.044,5656154,77729008,0.024469927,0,3.14E-05,167.5447693,0,0.000287075,1.80E-05,0,0,0,173231.4531,0,698.5960083,66.90909576,100,0,0,0,50,278.2148743,1025.140625,0.504045486,0.504218757,0.50416106,0
1920,42.23305511,238.0388336,238.0698395,238.0698853,238.1435699,238.1435394,8304.019531,16616.51172,32.99911118,32.99911118,0,0,0,0,111.9519043,0,57.7539978,215.8500061,0,2792.298096,2792.298096,127.3020935,143.9131927,110.6639709,13.72064972,13.72026634,-1.244437337,-2.488948822,52.24293518,52.23841858,0,0,0,252.6589813,0,-3.224900723,14.58914948,14.58909798,91.47545624,1.725354671,1.019080162,90.02727509,1.268815875,53.4793396,0,215.8500061,0,1700,0,793.9627642,18.00050926,-8.299833298,3.267557383,-1.503557324,-6.149999619,-12.68583298,1.451897621,3.822589636,-2886.156982,1902.053589,1743.539551,1070.050049,16.61109924,0,0,1.052961588,3.961794853,0.032999996,0.044,5652957.5,77744304,0.024699461,0,3.14E-05,167.5667419,0,0.000290496,1.81E-05,0,0,0,173831.5313,0,693.5166626,67.63386536,100,0,0,0,50,278.2148743,1029.983276,0.502791882,0.50304836,0.502962887,0
1930,42.1673851,237.8485718,237.8794708,237.8795624,238.0159607,238.0158844,8283.280273,16578.03125,32.97459412,32.97459412,0,0,0,0,111.6599274,0,57.8641777,215.4760132,0,2792.332275,2792.332275,127.3314667,144.9900818,101.3412094,13.72002125,13.71963692,-2.133548975,-4.267271042,52.23553467,52.23101807,0,0,0,252.5569458,0,-3.254098415,14.67746353,14.67737865,91.47545624,1.725354671,1.019080162,90.02727509,1.275103211,58.39359665,0,215.4760132,0,1700,0,801.6736569,18.17533302,-8.348202705,3.266412973,-1.515384078,-6.149999619,-12.74717331,1.44951129,3.500559807,-2919.309326,1903.190063,1751.048584,1070.525757,17.65861702,0,0,1.062523007,4.047245979,0.032999996,0.044,5649769,77759616,0.024927355,0,3.14E-05,167.5887146,0,0.000293893,1.81E-05,0,0,0,174430.5781,0,688.4373779,68.29071808,100,0,0,0,50,278.2148743,1034.820313,0.501536191,0.501883388,0.501767695,0
1940,42.09537125,237.5283203,237.5663147,237.5664825,237.8040161,237.8038483,8262.749023,16545.0293,32.93207932,32.93207932,0,0,0,0,111.3430328,0,57.98376083,215.065918,0,2792.369873,2792.369873,127.363678,146.5894012,91.39667511,13.71892738,13.71854401,-3.643113375,-7.286731243,52.22267532,52.21816254,0,0,0,252.4450226,0,-3.285788536,14.87870979,14.87854004,91.47545624,1.725354671,1.019080162,90.02727509,1.281389952,64.74565125,0,215.065918,0,1700,0,807.9196755,18.31692314,-8.396865845,3.264415026,-1.52525115,-6.149999619,-12.80770111,1.44713521,3.157052755,-2946.7854,1904.880005,1757.313354,1071.213135,19.2257309,0,0,1.07201004,4.132639885,0.032999996,0.044,5646587.5,77774936,0.025153609,0,3.14E-05,167.6106873,0,0.000297266,1.82E-05,0,0,0,175028.5,0,683.3580933,68.82278442,100,0,0,0,50,278.2148743,1039.686523,0.500293076,0.500884354,0.500687242,0
1950,42.02013779,237.1537628,237.1551819,237.1553955,237.52034,237.5200958,8242.163086,16512.13672,32.8658638,32.8658638,0,0,0.001575352,-0.001575352,111.0141373,0,58.10787201,214.6362762,0,2792.408936,2792.408936,127.3974304,147.1846161,85.11540222,13.71720314,13.71681976,-5.2800107,-10.56106758,52.20240402,52.19786835,0,0,0,252.3277893,0,-3.318678379,15.17261124,15.17239094,91.47545624,1.725354671,1.019080162,90.02727509,1.287676096,69.52324677,0,214.6362762,0,1700,0,813.1837551,18.43622971,-8.44559288,3.261964083,-1.532398939,-6.149999619,-12.86602688,1.444769382,2.940083027,-2970.257324,1906.971313,1761.851685,1072.072144,19.78718376,0,0,1.081422925,4.217980862,0.032999996,0.044,5643413.5,77790272,0.025378207,0,3.14E-05,167.6326599,0,0.000300614,1.83E-05,0,0,0,175625.2813,0,678.2788086,69.27120972,100,0,0,0,50,278.2148743,1044.559326,0.499046624,0.49988851,0.499607891,0
1960,41.94502258,236.776535,236.718338,236.7185059,237.2069855,237.2068024,8221.598633,16479.3125,32.7768364,32.7768364,0,0,0.001575352,-0.001575352,110.6834717,0,58.23265457,214.2064667,0,2792.447266,2792.447266,127.4311905,147.0174866,82.07778931,13.71485519,13.71447086,-6.731215954,-13.46417046,52.17477417,52.17023468,0,0,0,252.2105103,0,-3.351745605,15.49218082,15.49201202,91.47545624,1.725354671,1.019080162,90.02727509,1.293961167,72.09587097,0,214.2064667,0,1700,0,817.8472608,18.54199219,-8.494084358,3.259373426,-1.534662485,-6.149999619,-12.91937351,1.442413568,2.835156918,-2991.228027,1909.326782,1763.28894,1073.060547,19.58629417,0,0,1.090761065,4.303267479,0.032999996,0.044,5640246.5,77805600,0.025601162,0,3.14E-05,167.6546326,0,0.000303938,1.83E-05,0,0,0,176220.8594,0,673.1995239,69.66847229,100,0,0,0,50,278.2148743,1049.408447,0.497801483,0.498894811,0.498530388,0
1970,41.87281799,236.4513397,236.3217163,236.3219299,236.9063263,236.9060822,8221.598633,16446.54688,32.67010498,32.67010498,0,0,0,0,110.3626099,0,58.35373306,213.7928467,0,2792.484375,2792.484375,127.4636765,146.2167969,81.9533844,13.71199894,13.71161556,-7.709918499,-15.42002201,52.14117813,52.13663864,0,0,0,252.0976563,0,-3.383832455,15.77592659,15.77572346,91.47545624,1.725354671,1.019080162,90.02727509,1.300245881,72.21424866,0,213.7928467,0,1700,0,822.4383183,18.64607048,-8.542088509,3.25704217,-1.536902189,-6.149999619,-12.97194958,1.440067768,2.830859661,-3011.792725,1911.743774,1764.710815,1074.105103,18.75312424,0,0,1.100026608,4.388501644,0.032999996,0.044,5637086,77820944,0.025822494,0,3.14E-05,167.6766052,0,0.000307239,1.84E-05,0,0,0,176815.2656,0,668.1202393,70.05956268,100,0,0,0,50,278.2148743,1054.208862,0.497801483,0.49790284,0.497869074,0
